Residual term;Time;Value
10 years;2023-01-24;2.79
10 years;2023-01-25;2.78
10 years;2023-01-26;2.77
10 years;2023-01-27;2.86
10 years;2023-01-30;2.93
10 years;2023-01-31;2.91
10 years;2023-02-01;2.9
10 years;2023-02-02;2.82
10 years;2023-02-03;2.78
10 years;2023-02-06;2.88
10 years;2023-02-07;2.91
10 years;2023-02-08;2.95
10 years;2023-02-09;2.87
10 years;2023-02-10;2.95
10 years;2023-02-13;2.97
10 years;2023-02-14;2.96
10 years;2023-02-15;3.04
10 years;2023-02-16;3.1
10 years;2023-02-17;3.1
10 years;2023-02-20;3.05
10 years;2023-02-21;3.13
10 years;2023-02-22;3.16
10 years;2023-02-23;3.17
10 years;2023-02-24;3.14
10 years;2023-02-27;3.22
10 years;2023-02-28;3.27
10 years;2023-03-01;3.31
10 years;2023-03-02;3.35
10 years;2023-03-03;3.35
10 years;2023-03-06;3.3
10 years;2023-03-07;3.32
10 years;2023-03-08;3.32
10 years;2023-03-09;3.33
10 years;2023-03-10;3.14
10 years;2023-03-13;2.88
10 years;2023-03-14;3.03
10 years;2023-03-15;2.9
10 years;2023-03-16;2.92
10 years;2023-03-17;2.89
10 years;2023-03-20;2.8
10 years;2023-03-21;2.96
10 years;2023-03-22;3.07
10 years;2023-03-23;2.94
10 years;2023-03-24;2.75
10 years;2023-03-27;2.88
10 years;2023-03-28;2.96
10 years;2023-03-29;2.94
10 years;2023-03-30;2.95
10 years;2023-03-31;3
10 years;2023-04-03;2.95
10 years;2023-04-04;2.97
10 years;2023-04-05;2.92
10 years;2023-04-06;2.81
10 years;2023-04-11;2.94
10 years;2023-04-12;2.98
10 years;2023-04-13;3.05
10 years;2023-04-14;3.03
10 years;2023-04-17;3.12
10 years;2023-04-18;3.09
10 years;2023-04-19;3.15
10 years;2023-04-20;3.16
10 years;2023-04-21;3.14
10 years;2023-04-24;3.16
10 years;2023-04-25;3.12
10 years;2023-04-26;3.05
10 years;2023-04-27;3.1
10 years;2023-04-28;3.04
10 years;2023-05-02;3.05
10 years;2023-05-03;2.92
10 years;2023-05-04;2.96
10 years;2023-05-05;2.96
10 years;2023-05-08;3.03
10 years;2023-05-09;3.01
10 years;2023-05-10;3.02
10 years;2024-01-24;2.9
10 years;2024-01-25;2.93
10 years;2024-01-26;2.85
10 years;2024-01-29;2.8
10 years;2024-01-30;2.81
10 years;2024-01-31;2.79
10 years;2024-02-01;2.76
10 years;2024-02-02;2.75
10 years;2024-02-05;2.88
10 years;2024-02-06;2.9
10 years;2024-02-07;2.89
10 years;2024-02-08;2.9
10 years;2024-02-09;2.93
10 years;2024-02-12;2.9
10 years;2024-02-13;2.89
10 years;2024-02-14;2.9
10 years;2024-02-15;2.85
10 years;2024-02-16;2.93
10 years;2024-02-19;2.94
10 years;2024-02-20;2.91
10 years;2024-02-21;2.91
10 years;2024-02-22;2.97
10 years;2024-02-23;2.91
10 years;2024-02-26;2.91
10 years;2024-02-27;2.95
10 years;2024-02-28;2.97
10 years;2024-02-29;3.03
10 years;2024-03-01;2.97
10 years;2024-03-04;2.92
10 years;2024-03-05;2.87
10 years;2024-03-06;2.84
10 years;2024-03-07;2.8
10 years;2024-03-08;2.77
10 years;2024-03-11;2.78
10 years;2024-03-12;2.81
10 years;2024-03-13;2.85
10 years;2024-03-14;2.85
10 years;2024-03-15;2.92
10 years;2024-03-18;2.94
10 years;2024-03-19;2.92
10 years;2024-03-20;2.92
10 years;2024-03-21;2.91
10 years;2024-03-22;2.87
10 years;2024-03-25;2.88
10 years;2024-03-26;2.88
10 years;2024-03-27;2.84
10 years;2024-03-28;2.85
10 years;2024-04-02;2.94
10 years;2024-04-03;2.92
10 years;2024-04-04;2.92
10 years;2024-04-05;2.91
10 years;2024-04-08;2.98
10 years;2024-04-09;2.91
10 years;2024-04-10;2.86
10 years;2024-04-11;2.96
10 years;2024-04-12;2.87
10 years;2024-04-15;2.93
10 years;2024-04-16;3
10 years;2024-04-17;3.02
10 years;2024-04-18;3
10 years;2024-04-19;3.02
10 years;2024-04-22;3.06
10 years;2024-04-23;3.04
10 years;2024-04-24;3.08
10 years;2024-04-25;3.09
10 years;2024-04-26;3.11
10 years;2024-04-29;3
10 years;2024-04-30;3.05
10 years;2024-05-02;3.03
10 years;2024-05-03;3.03
10 years;2024-05-06;2.97
10 years;2024-05-07;2.96
10 years;2024-05-08;2.97
10 years;2024-05-13;3.01
10 years;2024-05-14;3.04
10 years;2024-05-15;2.98
10 years;2024-05-16;2.94
10 years;2024-05-17;3.01
10 years;2024-05-21;3.03
10 years;2024-05-22;3.05
10 years;2024-05-23;3.04
10 years;2024-05-24;3.1
10 years;2024-05-27;3.07
10 years;2024-05-28;3.07
10 years;2024-05-29;3.16
10 years;2024-05-30;3.2
10 years;2024-05-31;3.21
10 years;2024-10-09;2.86
10 years;2024-10-10;2.88
10 years;2024-10-11;2.89
10 years;2024-10-14;2.87
10 years;2024-10-15;2.84
10 years;2024-10-16;2.77
10 years;2024-10-17;2.79
10 years;2024-10-18;2.79
10 years;2024-10-21;2.84
10 years;2024-10-22;2.9
10 years;2024-10-23;2.89
10 years;2024-10-24;2.84
10 years;2024-10-25;2.86
10 years;2024-10-28;2.85
10 years;2024-10-29;2.92
10 years;2024-10-30;2.88
10 years;2024-10-31;2.99
10 years;2024-11-04;2.99
10 years;2024-11-05;3.01
10 years;2024-11-06;3.01
10 years;2024-11-07;3.06
10 years;2024-11-08;2.98
10 years;2024-11-12;2.91
10 years;2024-11-13;3
10 years;2024-11-14;2.97
10 years;2024-11-15;2.93
10 years;2024-11-18;2.97
10 years;2024-11-19;2.92
10 years;2024-11-20;2.97
10 years;2024-11-21;2.93
10 years;2024-11-22;2.85
10 years;2024-11-25;2.86
10 years;2024-11-26;2.82
10 years;2024-11-27;2.81
10 years;2024-11-28;2.77
10 years;2024-11-29;2.72
10 years;2024-12-02;2.65
10 years;2024-12-03;2.67
10 years;2024-12-04;2.69
10 years;2024-12-05;2.65
10 years;2024-12-06;2.65
10 years;2024-12-09;2.64
10 years;2024-12-10;2.67
10 years;2024-12-11;2.7
10 years;2024-12-12;2.72
10 years;2024-12-13;2.83
10 years;2024-12-16;2.84
10 years;2024-12-17;2.86
10 years;2024-12-18;2.87
10 years;2024-12-19;2.9
10 years;2024-12-20;2.92
10 years;2024-12-23;2.93
10 years;2024-12-27;3
10 years;2024-12-30;3.01
10 years;2025-01-02;2.95
10 years;2025-01-03;3.03
10 years;2025-01-06;3.06
10 years;2025-01-07;3.06
10 years;2025-01-08;3.13
10 years;2025-01-09;3.14
10 years;2025-01-10;3.18
10 years;2025-01-13;3.22
10 years;2025-01-14;3.23
10 years;2025-01-15;3.22
10 years;2025-01-16;3.17
10 years;2025-01-17;3.09
10 years;2025-01-20;3.13
10 years;2025-01-21;3.1
10 years;2025-01-22;3.05
10 years;2025-01-23;3.12
10 years;2025-01-24;3.14
10 years;2025-01-27;3.08
10 years;2025-01-28;3.11
10 years;2025-01-29;3.12
10 years;2025-01-30;3.09
10 years;2025-01-31;3.04
10 years;2025-02-03;2.95
10 years;2025-02-04;2.97
10 years;2025-02-05;2.89
10 years;2025-02-06;2.92
10 years;2025-02-07;2.91
10 years;2025-02-10;2.92
10 years;2025-02-11;2.97
10 years;2025-02-12;2.99
10 years;2025-02-13;2.96
10 years;2025-02-14;2.97
10 years;2016-07-01;0.2
10 years;2016-07-04;0.22
10 years;2016-07-05;0.19
10 years;2016-07-06;0.16
10 years;2016-07-07;0.19
10 years;2016-07-08;0.18
10 years;2016-07-11;0.17
10 years;2016-07-12;0.21
10 years;2016-07-13;0.19
10 years;2016-07-14;0.24
10 years;2016-07-15;0.24
10 years;2016-07-18;0.23
10 years;2016-07-19;0.24
10 years;2016-07-20;0.24
10 years;2016-07-22;0.28
10 years;2016-07-25;0.24
10 years;2016-07-26;0.21
10 years;2016-07-27;0.2
10 years;2016-07-28;0.17
10 years;2016-07-29;0.16
10 years;2016-08-01;0.16
10 years;2016-08-02;0.23
10 years;2016-08-03;0.21
10 years;2016-08-04;0.19
10 years;2016-08-05;0.18
10 years;2016-08-08;0.19
10 years;2016-08-09;0.18
10 years;2016-08-10;0.12
10 years;2016-08-11;0.13
10 years;2016-08-12;0.14
10 years;2016-08-16;0.16
10 years;2016-08-17;0.18
10 years;2016-08-18;0.14
10 years;2017-05-04;0.76
10 years;2017-05-05;0.76
10 years;2017-05-08;0.77
10 years;2017-05-09;0.82
10 years;2017-05-10;0.79
10 years;2017-05-11;0.83
10 years;2017-05-12;0.82
10 years;2017-05-15;0.8
10 years;2017-05-16;0.82
10 years;2017-05-17;0.8
10 years;2017-05-18;0.73
10 years;2017-05-19;0.74
10 years;2017-05-22;0.79
10 years;2017-05-23;0.77
10 years;2017-05-24;0.74
10 years;2017-05-29;0.69
10 years;2017-05-30;0.66
10 years;2017-05-31;0.63
10 years;2017-06-01;0.66
10 years;2017-06-02;0.64
10 years;2017-06-06;0.61
10 years;2017-06-07;0.6
10 years;2017-06-08;0.63
10 years;2017-06-09;0.59
10 years;2017-06-12;0.57
10 years;2017-06-13;0.59
10 years;2017-06-14;0.58
10 years;2017-06-15;0.62
10 years;2017-06-16;0.63
10 years;2017-06-19;0.62
10 years;2017-06-20;0.59
10 years;2017-06-21;0.58
10 years;2017-06-22;0.6
10 years;2017-06-23;0.59
10 years;2017-06-26;0.58
10 years;2017-06-27;0.66
10 years;2017-06-28;0.71
10 years;2017-06-29;0.75
10 years;2017-06-30;0.77
10 years;2017-07-03;0.78
10 years;2017-07-04;0.8
10 years;2017-07-05;0.82
10 years;2017-07-06;0.91
10 years;2017-07-07;0.94
10 years;2017-07-10;0.9
10 years;2017-07-11;0.91
10 years;2017-07-12;0.9
10 years;2017-07-13;0.86
10 years;2017-07-14;0.86
10 years;2017-07-17;0.85
10 years;2017-07-18;0.85
10 years;2017-07-19;0.84
10 years;2017-07-20;0.85
10 years;2017-07-24;0.78
10 years;2017-07-25;0.79
10 years;2017-07-26;0.82
10 years;2017-07-27;0.82
10 years;2017-07-28;0.87
10 years;2017-07-31;0.85
10 years;2017-08-01;0.82
10 years;2017-08-02;0.79
10 years;2017-08-03;0.77
10 years;2017-08-04;0.76
10 years;2017-08-07;0.78
10 years;2017-08-08;0.77
10 years;2017-08-09;0.75
10 years;2017-08-10;0.74
10 years;2017-08-11;0.71
10 years;2017-08-14;0.75
10 years;2017-08-16;0.78
10 years;2017-08-17;0.76
10 years;2017-08-18;0.74
10 years;2017-08-21;0.73
10 years;2017-08-22;0.74
10 years;2017-08-23;0.73
10 years;2017-08-24;0.72
10 years;2017-08-25;0.74
10 years;2017-08-28;0.73
10 years;2017-08-29;0.69
10 years;2017-08-30;0.69
10 years;2017-08-31;0.69
10 years;2017-09-01;0.71
10 years;2017-09-04;0.71
10 years;2017-09-05;0.7
10 years;2017-09-06;0.68
10 years;2017-09-07;0.7
10 years;2017-09-08;0.65
10 years;2018-05-28;0.75
10 years;2018-05-29;0.72
10 years;2018-05-30;0.77
10 years;2018-05-31;0.77
10 years;2018-06-01;0.77
10 years;2018-06-04;0.78
10 years;2018-06-05;0.77
10 years;2018-06-06;0.84
10 years;2018-06-07;0.88
10 years;2018-06-08;0.9
10 years;2018-06-11;0.89
10 years;2018-06-12;0.9
10 years;2018-06-13;0.85
10 years;2018-06-14;0.86
10 years;2018-06-15;0.76
10 years;2018-06-18;0.74
10 years;2018-06-19;0.73
10 years;2018-06-20;0.73
10 years;2018-06-21;0.73
10 years;2018-06-22;0.72
10 years;2018-06-25;0.74
10 years;2018-06-26;0.74
10 years;2018-06-27;0.74
10 years;2018-06-28;0.72
10 years;2018-06-29;0.71
10 years;2018-07-02;0.69
10 years;2018-07-03;0.68
10 years;2018-07-04;0.66
10 years;2018-07-05;0.69
10 years;2018-07-06;0.67
10 years;2018-07-09;0.69
10 years;2018-07-10;0.69
10 years;2018-07-11;0.68
10 years;2018-07-12;0.68
10 years;2018-07-13;0.63
10 years;2018-07-16;0.65
10 years;2018-07-17;0.65
10 years;2018-07-18;0.63
10 years;2018-07-19;0.65
10 years;2018-07-20;0.66
10 years;2018-07-23;0.71
10 years;2018-07-24;0.72
10 years;2018-07-25;0.7
10 years;2018-07-26;0.72
10 years;2018-07-27;0.71
10 years;2018-07-30;0.75
10 years;2018-07-31;0.76
10 years;2018-08-01;0.79
10 years;2018-08-02;0.8
10 years;2018-08-03;0.8
10 years;2018-08-06;0.76
10 years;2018-08-07;0.74
10 years;2018-08-08;0.75
10 years;2018-08-09;0.74
10 years;2018-08-10;0.71
10 years;2018-08-13;0.72
10 years;2018-08-14;0.73
10 years;2018-08-16;0.71
10 years;2018-08-17;0.7
10 years;2018-08-20;0.69
10 years;2018-08-21;0.71
10 years;2018-08-22;0.72
10 years;2018-08-23;0.72
10 years;2018-08-24;0.72
10 years;2018-08-27;0.72
10 years;2018-08-28;0.73
10 years;2018-08-29;0.76
10 years;2018-08-30;0.75
10 years;2018-08-31;0.73
10 years;2018-09-03;0.73
10 years;2018-09-04;0.72
10 years;2018-09-05;0.74
10 years;2018-09-06;0.74
10 years;2018-09-07;0.74
10 years;2018-09-10;0.74
10 years;2018-09-11;0.76
10 years;2018-09-12;0.76
10 years;2018-09-13;0.77
10 years;2018-09-14;0.8
10 years;2018-09-17;0.81
10 years;2018-09-18;0.8
10 years;2018-09-19;0.83
10 years;2018-09-20;0.83
10 years;2018-09-21;0.82
10 years;2018-09-24;0.83
10 years;2018-09-25;0.88
10 years;2018-09-26;0.89
10 years;2018-09-27;0.88
10 years;2018-09-28;0.84
10 years;2018-10-01;0.88
10 years;2018-10-02;0.84
10 years;2019-06-20;0.08
10 years;2019-06-21;0.1
10 years;2019-06-24;0.09
10 years;2019-06-25;0.08
10 years;2019-06-26;0.08
10 years;2019-06-27;0.09
10 years;2019-06-28;0.07
10 years;2019-07-01;0.07
10 years;2019-07-02;0.03
10 years;2019-07-03;-0.03
10 years;2019-07-04;-0.06
10 years;2019-07-05;-0.04
10 years;2019-07-08;-0.01
10 years;2019-07-09;0.01
10 years;2019-07-10;0.08
10 years;2019-07-11;0.08
10 years;2019-07-12;0.14
10 years;2019-07-15;0.1
10 years;2019-07-16;0.06
10 years;2019-07-17;0.04
10 years;2019-07-18;0
10 years;2019-07-19;0
10 years;2019-07-22;-0.01
10 years;2019-07-23;-0.01
10 years;2019-07-24;-0.05
10 years;2019-07-25;-0.1
10 years;2019-07-26;-0.05
10 years;2019-07-29;-0.07
10 years;2019-07-30;-0.07
10 years;2019-07-31;-0.09
10 years;2019-08-01;-0.09
10 years;2019-08-02;-0.16
10 years;2019-08-05;-0.17
10 years;2019-08-06;-0.19
10 years;2019-08-07;-0.27
10 years;2019-08-08;-0.25
10 years;2019-08-09;-0.22
10 years;2019-08-12;-0.22
10 years;2019-08-13;-0.25
10 years;2019-08-14;-0.31
10 years;2019-08-16;-0.38
10 years;2019-08-19;-0.3
10 years;2019-08-20;-0.33
10 years;2019-08-21;-0.32
10 years;2019-08-22;-0.28
10 years;2019-08-23;-0.27
10 years;2019-08-26;-0.3
10 years;2019-08-27;-0.32
10 years;2019-08-28;-0.38
10 years;2019-08-29;-0.35
10 years;2019-08-30;-0.34
10 years;2019-09-02;-0.32
10 years;2019-09-03;-0.35
10 years;2019-09-04;-0.28
10 years;2019-09-05;-0.25
10 years;2019-09-06;-0.23
10 years;2019-09-09;-0.24
10 years;2019-09-10;-0.2
10 years;2019-09-11;-0.19
10 years;2019-09-12;-0.31
10 years;2019-09-13;-0.16
10 years;2019-09-16;-0.14
10 years;2019-09-17;-0.14
10 years;2019-09-18;-0.16
10 years;2019-09-19;-0.14
10 years;2019-09-20;-0.16
10 years;2019-09-23;-0.24
10 years;2019-09-24;-0.24
10 years;2019-09-25;-0.27
10 years;2019-09-26;-0.25
10 years;2019-09-27;-0.24
10 years;2019-09-30;-0.24
10 years;2019-10-01;-0.2
10 years;2019-10-02;-0.2
10 years;2019-10-03;-0.24
10 years;2019-10-04;-0.24
10 years;2019-10-07;-0.24
10 years;2019-10-08;-0.24
10 years;2019-10-09;-0.23
10 years;2019-10-10;-0.19
10 years;2019-10-11;-0.13
10 years;2019-10-14;-0.16
10 years;2019-10-15;-0.15
10 years;2019-10-16;-0.12
10 years;2019-10-17;-0.07
10 years;2019-10-18;-0.07
10 years;2019-10-21;-0.03
10 years;2019-10-22;-0.05
10 years;2019-10-23;-0.09
10 years;2019-10-24;-0.08
10 years;2019-10-25;-0.08
10 years;2020-07-10;-0.17
10 years;2020-07-13;-0.13
10 years;2020-07-14;-0.13
10 years;2020-07-15;-0.14
10 years;2020-07-16;-0.16
10 years;2020-07-17;-0.18
10 years;2020-07-20;-0.16
10 years;2020-07-22;-0.19
10 years;2020-07-23;-0.19
10 years;2020-07-24;-0.17
10 years;2020-07-27;-0.19
10 years;2020-07-28;-0.21
10 years;2020-07-29;-0.2
10 years;2020-07-30;-0.24
10 years;2020-07-31;-0.25
10 years;2020-08-03;-0.21
10 years;2020-08-04;-0.25
10 years;2020-08-05;-0.23
10 years;2020-08-06;-0.25
10 years;2020-08-07;-0.24
10 years;2020-08-10;-0.26
10 years;2020-08-11;-0.23
10 years;2020-08-12;-0.19
10 years;2020-08-13;-0.18
10 years;2020-08-14;-0.14
10 years;2020-08-17;-0.15
10 years;2020-08-18;-0.17
10 years;2020-08-19;-0.2
10 years;2020-08-20;-0.23
10 years;2020-08-21;-0.23
10 years;2020-08-24;-0.2
10 years;2020-08-25;-0.16
10 years;2020-08-26;-0.14
10 years;2020-08-27;-0.18
10 years;2020-08-28;-0.14
10 years;2020-08-31;-0.12
10 years;2020-09-01;-0.12
10 years;2020-09-02;-0.19
10 years;2020-09-03;-0.21
10 years;2020-09-04;-0.21
10 years;2020-09-07;-0.19
